,id,regionname,countryname,projectstatusdisplay,last_stage_reached_name,project_name,pdo,impagency,cons_serv_reqd_ind,url,boardapprovaldate,closingdate,projectfinancialtype,curr_project_cost,curr_ibrd_commitment,curr_ida_commitment,curr_total_commitment,grantamt,borrower,lendinginstr,envassesmentcategorycode,esrc_ovrl_risk_rate,sector1,sector2,sector3,theme1,theme2
7622,P121475,South Asia,Republic of India,Closed,Bank Approved,India: Economic Empowerment Project for Women (SEWA),"Provide IT-enabled microenterprise support services to poor and vulnerable women in rural India (specifically in Gujarat, Rajasthan, Bihar and some North-Eastern states, with Gujarat as the main focus) to help improve their livelihoods and reduce their vulnerability.",,,http://projects.worldbank.org/P121475/india-economic-empowerment-project-women-sewa?lang=en,2010-07-15T00:00:00Z,2015-02-15,Grants,1820000,0,0,0,,,Technical Assistance Loan,C,,"Other Agriculture, Fishing and Forestry","Adult, Basic and Continuing Education",Micro- and SME finance,Climate change,Gender
7624,P121464,South Asia,Republic of India,Closed,Bank Approved,Supporting and Operationalising the National Urban Sanitation Policy (NUSP) in India,"The objective of this project is to create a coordination mechanism between the Ministry of Urban Development (MoUD), Government of India (GoI) and state and city governments for operationalising the National Urban Sanitation Policy (NUSP). This would be achieved by establishing an urban sanitation cell within MoUD to: (i) facilitate formulation of state sanitation strategies and city sanitation plans and their implementation; and, (ii) endeavour GoI to benchmark level of services and constitute clean city awards",,,http://projects.worldbank.org/P121464/supporting-operationalising-national-urban-sanitation-policy-nusp-india?lang=en,2010-03-21T00:00:00Z,2013-09-30,Grants,80000,0,0,0,,,Technical Assistance Loan,C,,"Other Water Supply, Sanitation and Waste Management",Central Government (Central Agencies),,Urban services and housing for the poor,Other urban development
7626,P121456,South Asia,Republic of India,Closed,Bank Approved,Knowledge Support for PEARL Programme under JNNURM,"The main objectives are: i. Operationalise the network by developing and installing processes/mechanisms to make PEARL an effective horizontal learning network whereby the member cities share & use knowledge for project implementation, urban reforms and city governance. ii.  Assess knowledge needs of the network and fill the knowledge gaps by (a) accessing new global knowledge products; and, (b) developing customized knowledge products through research and action projects. iii.  Build capacities of the cities to use new knowledge to implement infrastructure projects and urban reforms. iv.  Plug PEARL into other city/knowledge sharing networks (both national and international) such as network of African cities, UCLGA, League of Cities in Philippines, CA supported networks, among others. Develop PEARL into a platform for debates led by the cities on issues relating to policies and programmes to improve quality of life in the urban centers. PEARL is envisioned to provide a collective voice to cities for negotiating programmatic support from higher tiers of government.",,,http://projects.worldbank.org/P121456/knowledge-support-pearl-programme-under-jnnurm?lang=en,2010-03-19T00:00:00Z,2015-06-30,Grants,500000,0,0,0,,,Technical Assistance Loan,C,,Sub-National Government,"Other Water Supply, Sanitation and Waste Management",Banking Institutions,Municipal governance and institution building,Urban services and housing for the poor
7656,P121185,South Asia,Republic of India,Closed,Bank Approved,National Highways Interconnectivity Improvement Project,The development objective of the project is to improve the National Highway network connectivity to less-developed areas and low-income states and enhance the institutional capacity of MoRTH to better manage the highway network under the purview of the Ministry.,Ministry of Road Transport and Highways,,http://projects.worldbank.org/P121185/first-national-highways-interconnectivity-improvement-project?lang=en,2013-10-29T00:00:00Z,2020-09-30,Other,1146050000,500000000,0,500000000,,Republic of India,Investment Project Financing,A,,Rural and Inter-Urban Roads,Public Administration - Transportation,,Rural services and infrastructure,Infrastructure services for private sector development
7664,P121155,South Asia,Republic of India,Closed,Bank Approved,Women and Youth Use Reality-Show Format to Tell of Climate Options,,,,http://projects.worldbank.org/P121155/women-youth-use-reality-show-format-tell-climate-options?lang=en,2010-09-23T00:00:00Z,2012-12-31,Grants,200000,0,0,0,,,Specific Investment Loan,U,,"Other Industry, Trade and Services",,,Climate change,
7689,P121013,South Asia,Republic of India,Closed,Bank Approved,Portable Solar/Wind Greenhouse to Grow Fodder for Sustainable Dairy Farms,"In India, a shortage of green animal-feed reduces the volume of milk produced, the birthweight of calves, and the potential income of poor farmers. A DM award will help Greenfield Hydroponic Systems, Inc. convert small plots of wasteland into hydroponic greenhouses, using solar and wind-powered technologies to produce green fodder year-round. The project is expected to raise milk yields, calf birthweights and incomes",,,http://projects.worldbank.org/P121013/portable-solarwind-greenhouse-grow-fodder-sustainable-dairy-farms?lang=en,2010-07-01T00:00:00Z,2012-12-31,Other,200000,0,0,0,,,Technical Assistance Loan,,,Renewable energy,,,Climate change,
7728,P120836,South Asia,Republic of India,Closed,Bank Approved,Maharashtra Agricultural Competitiveness Project,"The project development objective (PDO) is to increase the productivity, profitability, and market access of the farming community in Maharashtra. This would be achieved by strengthening farmers' capacity through technical knowledge, market intelligence, and market networks to support diversification and intensification of agriculture production aimed at responding to market demand. Farmers will also be assisted through farmer organizations, alternative market channels developed outside of regulated markets, and improved services provided by modernizing the promising traditional wholesale markets.",Department of Cooperation & Marketing,,http://projects.worldbank.org/P120836/maharashtra-agricultural-competitiveness-project?lang=en,2010-09-28T00:00:00Z,2018-10-31,Other,100000000,0,100000000,100000000,,Republic of India,Investment Project Financing,B,,"Agricultural markets, commercialization and agri-business","Public Administration - Agriculture, Fishing & Forestry","Agricultural Extension, Research, and Other Support Activities",Rural policies and institutions,Rural services and infrastructure
7753,P120652,South Asia,Republic of India,Closed,Bank Approved,Rajasthan Water Sector Restructuring Project- Additional Financing,"DO1.   To strengthen the capacity for strategic planning and sustainable development, and management of the surface and groundwater resources in Rajasthan.  DO2.   To increase the productivity of irrigated agriculture through improved surface ir rigation systems performance, and strengthened agricultural support services, involving greater participation of users and the private sector in service delivery.",,,http://projects.worldbank.org/P120652/rajasthan-water-sector-restructuring-project--additional-financing?lang=en,2010-03-30T00:00:00Z,,IDA,19000000,0,19000000,19000000,,,Specific Investment Loan,A,,Water Supply,"Public Administration - Water, Sanitation and Waste Management",,Rural services and infrastructure,Water resource management
7770,P120582,South Asia,Republic of India,Closed,Bank Approved,PPIAF: Business Plan for IIFCL,The objective of the Project is to strengthen IIFCL’s capacity for infrastructure PPP financing through piloting new instruments and implementation approaches.,,,http://projects.worldbank.org/P120582/ppiaf-business-plan-iifcl?lang=en,2010-04-30T00:00:00Z,2011-07-31,Grants,400000,0,0,0,,,Technical Assistance Loan,C,,Other Non-bank Financial Institutions,,,Infrastructure services for private sector development,
7836,P120112,South Asia,Republic of India,Closed,Bank Approved,Citywide Slum Upgrading Plan for the Heritage City of Agra,"Key objectives of the Reform Linked CSUP for Agra are as follows: 1.   Formulate an inclusive and integrated Citywide Slum Upgrading Plan. 2.   Create an enabling environment for urban poverty and sector reforms to contribute to the planned implementation of slum upgrading on a city-wide basis. 3.   Strengthen local institutions and their capacities to design and implement participatory slum upgrading projects. Sub objectives 1.   Build consensus among various stakeholders, including DUDA, on the city slum upgrading and poverty reduction strategy prepared earlier under CA-supported CDS. 2.   Develop citywide slum upgrading plan in synergy with the slum upgrading strategy and the CDP Agra. 3.   Recommend an upgrading strategy for each slum settlement based on situation analysis in the settlement including its legal status, level of services and environment, quality of housing stock, preferences of the community and its willingness and ability to pay, among other things, drawing on the CA knowledge base on successful global practices. 4.   Prepare an inclusive city wide slum upgrading plan, and a prioritised and phased road map for its implementation, adopting a consultative approach involving various stakeholders including ANN, DUDA, Agra Development Authority, public utilities, social welfare departments and the community, including youth groups. 5.   Facilitate the process of restructuring municipal norms for service delivery in the poor communities and for housing the poor. 6.   Assess the slum upgrading needs in terms of infrastructure and social services, and improvement of existing/development of new slum housing, based on revised norms, estimate the investment requirements and, prepare a resource mobilisation plan, focusing on use of grants and borrowings to leverage local resources for citywide slum upgrading including local revenues and beneficiary contributions. 7.   Develop local capacity (ANN, DUDA, PIU) for the development of inclusive Detailed Project Reports (DPRs) for housing and slum upgrading, and review these within a human rights framework for equitable access to services. 8.   Support the preparation of various city level inclusive policies for delivery of services so as to seamlessly link in with the citywide slum upgrading plan. 9.   Initiate the formation/strengthening of partnerships with other local agencies, private sector, civil society for inclusive planning and implementation of slum upgrading actions and governance reforms.",,,http://projects.worldbank.org/P120112/citywide-slum-upgrading-plan-heritage-city-agra?lang=en,2010-02-24T00:00:00Z,2014-04-30,Grants,500000,0,0,0,,,Technical Assistance Loan,C,,Sub-National Government,,,Other social development,Land administration and management
